HubId,StopId,Code,Name,StopType,Zone,Street,Lng,Lat,Routes
188,496,BX 20,Bến xe buýt Quận 8,Bến xe,Quận 8,Quốc lộ 50,106.656357,10.733545,"08, 22, 25, 34, 59, 62, 62-11, 62-9"
189,497,QTD 073,Trường ĐHSP Kỹ Thuật,Trụ dừng,Quận Thủ Đức,Võ Văn Ngân,106.771917,10.849597,"06, 08, 141, 56, 57, 61-1, 89"
190,500,QTD 180,Đại học Nông Lâm,Trụ dừng,Quận Thủ Đức,Quốc lộ 1,106.791101,10.866961,"06, 19, 33, 50, 52, 60-1, 60-2, 93"
191,501,Q8 112,Chợ Xóm Củi,Trụ dừng,Quận 8,Tùng Thiện Vương,106.659763,10.746073,"08, 25, 45, 46, 47, 62"
192,502,Q8 073,Bùi Minh Trực,Ô sơn,Quận 8,Quốc lộ 50,106.656346,10.73646,"08, 25, 45, 47, 59, 62"
193,506,Q10 055,Đại học Bách Khoa,Nhà chờ,Quận 10,Lý Thường Kiệt,106.657698,10.772603,"08, 50, 59, 63-1, 94"
194,510,QTB 034,Bệnh viện Quận Tân Bình,Nhà chờ,Quận Tân Bình,Hoàng Văn Thụ,106.655198,10.79472,"08, 103, 13, 145, 148, 30, 50, 59, 63-1, 64, 65, 94"
195,518,QBTH 006,Chợ Bà Chiểu,Trụ dừng,Quận Bình Thạnh,Bạch Đằng,106.699471,10.802893,"08, 104, 146, 24, 55, 60-7, 91"
196,523,QTD 118,Ngã tư Bình Triệu,Trụ dừng,Quận Thủ Đức,Phạm Văn Đồng,106.715655,10.82603,"08, 50, 93"
197,526,QTD 121,Cá sấu Hoa cà,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.728331,10.833606,"08, 50, 89, 93"
198,528,QTD 123,Chùa An Lạc,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.733288,10.837484,"08, 50, 57, 93"
199,529,QTD 124,Cầu Gò Dưa,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.740509,10.839776,"08, 50, 57, 93"
200,536,Q9 221,Cầu Vượt Trạm 2,Nhà chờ,Quận 9,Quốc lộ 1,106.797538,10.863595,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 60-7, 67, 76, 93"
201,537,Q9 223,Suối Tiên,Trụ dừng,Quận 9,Quốc lộ 1,106.802081,10.866113,"08, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 67, 76, 93, 99"
202,539,QGV 001,Bãi hậu cần số 1,Trụ dừng,Quận Gò Vấp,Phan Văn Trị,106.69195,10.823964,"07, 36"
203,540,QGV 048,UBND Phường 5,Trụ dừng,Quận Gò Vấp,Nguyễn Thái Sơn,106.688259,10.825513,"07, 146, 148"
204,542,Q8 111,Tùng Thiện Vương,Ô sơn,Quận 8,Tùng Thiện Vương,106.656802,10.744513,"08, 25, 45, 46, 47, 62"
205,544,Q5 033,Bệnh viện Hùng Vương,Nhà chờ,Quận 5,Lý Thường Kiệt,106.662333,10.756013,"08, 62, 63-1"
206,546,Q10 052,Điện lực Phú Thọ,Trụ dừng,Quận 10,Lý Thường Kiệt,106.659763,10.76523,"08, 103, 63-1, 94"
207,551,QTB 025,Cây xăng Đôi,Nhà chờ,Quận Tân Bình,Lý Thường Kiệt,106.654431,10.784002,"08, 50, 59, 63-1, 94"
208,553,QTB 028,Bệnh viện Thống Nhất,Nhà chờ,Quận Tân Bình,Lý Thường Kiệt,106.653074,10.792101,"08, 145, 148, 50, 59, 63-1"
209,557,Q3 047,Chợ Nguyễn Văn Trỗi,Trụ dừng,Quận 3,Lê Văn Sỹ,106.679322,10.786853,"07, 28"
210,564,Q10 075,Học viện Quân y,Trụ dừng,Quận 10,Nguyễn Tri Phương,106.667259,10.766769,"07, 59"
211,568,Q10 001,Siêu thị Maximark,Trụ dừng,Quận 10,Đường 3/2,106.680771,10.777162,"07, 10, 91"
212,569,Q5 036,Ngô Gia Tự,Nhà chờ,Quận 5,Ngô Gia Tự,106.668062,10.758801,"07, 150"
213,571,Q10 078,Đại học kinh tế,Trụ dừng,Quận 10,Nguyễn Tri Phương,106.668488,10.761049,"07, 10, 59"
214,572,QTD 175,Đại học An Ninh Nhân Dân,Trụ dừng,Quận Thủ Đức,Quốc lộ 1,106.806657,10.871402,"08, 150, 19, 30, 60-1, 60-2, 60-3, 67"
215,574,QTD 177,Khu DL Suối Tiên,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.801116,10.86605,"08, 10, 150, 19, 30, 33, 53, 60-1, 60-2, 60-3, 60-7, 67, 76, 93, 99"
216,575,QTD 146,Trạm Cầu ngang,Biển treo,Quận Thủ Đức,Kha Vạn Cân,106.751587,10.847199,"08, 57, 93"
217,583,QTD 153,Nút giao Linh Đông -PVĐ,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.742682,10.84077,"08, 50, 57, 93"
218,584,QTD 155,Cá sấu Hoa Cà,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.727916,10.833634,"08, 50, 89, 93"
219,585,QTD 154,Chùa An Lạc,Nhà chờ,Quận Thủ Đức,Phạm Văn Đồng,106.732328,10.837284,"08, 50, 89, 93"
220,586,QTD 157,Ngã tư Bình Triệu,Trụ dừng,Quận Thủ Đức,Phạm Văn Đồng,106.715848,10.826557,"08, 50, 93"
221,588,QBTH 002,Nhà thờ Hàng Xanh,Trụ dừng,Quận Bình Thạnh,Bạch Đằng,106.708032,10.803177,"08, 104, 146, 24, 55, 60-7, 91"
222,591,QBTH 115,UBND Quận Bình Thạnh,Trụ dừng,Quận Bình Thạnh,Phan Đăng Lưu,106.695786,10.802819,"08, 104, 18, 31, 36, 55, 60-7, 91"
223,592,QBTH 005,Chợ Bà Chiểu,Trụ dừng,Quận Bình Thạnh,Bạch Đằng,106.699374,10.803125,"08, 104, 146, 24, 55, 60-7, 91"
224,594,QBTH 116,Bệnh Viện Gia Định,Nhà chờ,Quận Bình Thạnh,Phan Đăng Lưu,106.693543,10.803119,"08, 104, 146, 55, 60-7, 64"
225,598,QPN 022,Ngã tư Phan Xích Long,Trụ dừng,Quận Phú Nhuận,Phan Đăng Lưu,106.681892,10.80088,"08, 104, 55, 60-7, 64"
226,599,QPN 010,Ngã tư Phú Nhuận,Trụ dừng,Quận Phú Nhuận,Hoàng Văn Thụ,106.679236,10.799325,"08, 104, 60-7, 64"
227,600,QTB 038,Vòng xoay Lăng Cha Cả,Trụ dừng,Quận Tân Bình,Hoàng Văn Thụ,106.659071,10.798725,"08, 103, 145, 148, 50, 59, 63-1, 64"
228,601,QPN 011,Siêu thị Big C,Nhà chờ,Quận Phú Nhuận,Hoàng Văn Thụ,106.669559,10.800153,"08, 104, 60-7, 64"
229,602,QTB 039,Công an Quận Tân Bình,Trụ dừng,Quận Tân Bình,Hoàng Văn Thụ,106.657425,10.79717,"08, 103, 145, 148, 50, 59, 63-1, 64"
230,603,QTB 065,Trường Phạm Ngũ Lão,Trụ dừng,Quận Tân Bình,Xuân Hồng,106.654066,10.796032,"08, 103, 145, 148, 30, 50, 59, 64, 65"
231,604,QTB 064,Hội Chợ Triển lãm Tân Bình,Trụ dừng,Quận Tân Bình,Xuân Diệu,106.655145,10.796122,"08, 103, 145, 148, 30, 50, 59, 64"
232,605,QTB 029,Bệnh viện Thống Nhất,Trụ dừng,Quận Tân Bình,Lý Thường Kiệt,106.6528,10.792122,"08, 145, 148, 50, 59, 63-1"
233,606,QTB 066,Cây xăng Đôi,Trụ dừng,Quận Tân Bình,Xuân Hồng,106.652184,10.794256,"08, 103, 145, 148, 30, 50, 59, 64, 65"
234,607,QTB 031,Chợ Tân Bình,Nhà chờ,Quận Tân Bình,Lý Thường Kiệt,106.653584,10.786131,"08, 50, 59, 63-1, 94"
235,610,QTB 032,Siêu thị Nguyễn Kim - CMC Tân Bình,Nhà chờ,Quận Tân Bình,Lý Thường Kiệt,106.654571,10.782695,"08, 50, 59, 63-1, 94"
236,611,Q11 017,Đại Học Bách Khoa(cổng trước),Trụ dừng,Quận 11,Lý Thường Kiệt,106.657829,10.771331,"08, 50, 59, 63-1, 94"
237,615,Q11 020,Chợ Nhật Tảo,Nhà chờ,Quận 11,Lý Thường Kiệt,106.660484,10.761718,"08, 63-1, 94"
238,616,Q5 034,Bệnh viện Hùng Vương,Nhà chờ,Quận 5,Lý Thường Kiệt,106.66221,10.755702,"08, 62, 63-1"
239,617,Q8 110,Tùng Thiện Vương,Trụ dừng,Quận 8,Tùng Thiện Vương,106.656926,10.74483,"08, 25, 45, 46, 47, 62"
240,618,Q8 069,Chùa Pháp Quang,Trụ dừng,Quận 8,Quốc lộ 50,106.656142,10.738642,"08, 25, 45, 47, 59, 62"
241,620,Q11 094,Cây Mai,Biển treo,Quận 11,Hồng Bàng,106.64926,10.753689,"09, 139, 145, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81"
242,621,Q6 071,Trường Võ Văn Tần,Biển treo,Quận 6,Phạm Đình Hổ,106.64975,10.752271,"09, 101, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 84"
243,622,Q11 095,Lò Siêu,Trụ dừng,Quận 11,Hồng Bàng,106.646787,10.753952,"09, 139, 145, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
244,623,Q11 098,Tân Hóa,Trụ dừng,Quận 11,Hồng Bàng,106.639089,10.754748,"09, 139, 14, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
245,625,Q11 097,Chùa Huê Lâm,Ô sơn,Quận 11,Hồng Bàng,106.641229,10.754558,"09, 14, 62-10, 62-6, 62-7"
246,626,Q6 038,Cầu Ông Buông,Biển treo,Quận 6,Hồng Bàng,106.635574,10.754732,"09, 139, 14, 16, 32, 62-1, 62-10, 62-2, 62-7, 62-8, 63-1, 84"
247,630,QBT 014,Bệnh viện Triều An,Trụ dừng,Quận Bình Tân,Kinh Dương Vương,106.616392,10.739675,"09, 102, 151, 25, 39, 41, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
248,633,QBT 017,Hoa hồng,Trụ dừng,Quận Bình Tân,Kinh Dương Vương,106.608276,10.729014,"09, 102, 151, 39, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
249,635,QBT 019,Thời trang,Trụ dừng,Quận Bình Tân,Kinh Dương Vương,106.603027,10.725466,"09, 102, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
250,637,HBC 363,Hưng Nhơn,Nhà chờ,Huyện Bình Chánh,Quốc lộ 1A,106.598791,10.712241,"09, 101, 102, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
251,638,HBC 364,Dương Đình Cúc,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.598089,10.70706,"09, 101, 102, 62-1, 62-10, 62-2, 63-1, 84"
252,639,HBC 365,Nguyễn Hữu Trí,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.596415,10.696112,"09, 102, 22, 62-1, 62-10, 62-2, 62-8, 63-1"
253,640,HBC 366,Nút giao Bình Thuận,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.595101,10.691884,"09, 102, 22, 62-1, 62-10, 62-2, 62-8, 63-1"
254,642,HBC 370,Bùi Thanh Khiết,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.580247,10.673877,"09, 62-1, 62-10, 62-2, 63-1, 73"
255,644,HBC 371,Trịnh Như Khuê,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.576653,10.670561,"09, 62-1, 62-10, 62-2, 62-8, 63-1, 73"
256,646,HBC 373,Chợ Bình Chánh,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.571503,10.66647,"09, 62-1, 62-10, 62-2, 62-8, 63-1, 73"
257,651,HBC 278,Hương lộ 11 - Đinh Đức Thiện,Trụ dừng,Huyện Bình Chánh,Đinh Đức Thiện,106.584538,10.656021,"09, 62-2"
258,695,HBC 269,Đinh Đức Thiện - Hương lộ 11,Trụ dừng,Huyện Bình Chánh,Đinh Đức Thiện,106.584646,10.656101,"09, 62-2"
259,699,HBC 380,Chợ Bình Chánh,Ô sơn,Huyện Bình Chánh,Quốc lộ 1A,106.571835,10.666301,"09, 62-1, 62-10, 62-2, 62-8, 63-1, 73"
260,701,HBC 382,Trịnh Như Khuê,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.576663,10.670197,"09, 62-1, 62-10, 62-2, 62-8, 63-1, 73"
261,702,HBC 388,Nút giao Bình Thuận,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.595428,10.691816,"09, 102, 22, 62-1, 62-10, 62-2, 62-8, 63-1"
262,704,HBC 389,Nguyễn Hữu Trí,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.597059,10.697161,"09, 102, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
263,705,HBC 390,Dương Đình Cúc,Trụ dừng,Huyện Bình Chánh,Quốc lộ 1A,106.598276,10.706422,"09, 101, 102, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
264,706,HBC 392,Hưng Nhơn,Nhà chờ,Huyện Bình Chánh,Quốc lộ 1A,106.599339,10.71202,"09, 101, 102, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
265,708,QBT 001,Cầu An Lạc,Trụ dừng,Quận Bình Tân,Kinh Dương Vương,106.602337,10.724317,"09, 102, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
266,709,QBT 003,Hàng Dương,Trụ dừng,Quận Bình Tân,Kinh Dương Vương,106.607605,10.72832,"09, 102, 151, 39, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
267,713,QBT 007,Bệnh viện Triều An,Nhà chờ,Quận Bình Tân,Kinh Dương Vương,106.61687,10.739665,"09, 102, 151, 25, 39, 41, 60-1, 61, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
268,719,Q6 040,Ngân hàng ACB,Trụ dừng,Quận 6,Hồng Bàng,106.641245,10.754295,"09, 139, 14, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
269,720,Q6 050,Cư xá Phú Lâm,Trụ dừng,Quận 6,Kinh Dương Vương,106.630914,10.751217,"09, 139, 14, 32, 62-1, 62-10, 62-2, 62-8, 63-1, 84"
270,721,Q6 041,Trường Nguyễn Đức Cảnh,Nhà chờ,Quận 6,Hồng Bàng,106.644003,10.754021,"09, 139, 145, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
271,723,Q6 042,Chùa Nam Phổ Đà,Trụ dừng,Quận 6,Hồng Bàng,106.645955,10.753789,"09, 139, 145, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
272,724,Q6 039,Cầu Ông Buông,Trụ dừng,Quận 6,Hồng Bàng,106.637995,10.754548,"09, 139, 14, 16, 62-1, 62-10, 62-2, 62-6, 62-7, 62-8, 63-1, 81, 84"
273,725,BX 46,Bến xe Miền Tây,Bến xe,Quận Bình Tân,Kinh Dương Vương,106.619438,10.739486,"10, 102, 139, 14, 148, 151, 32, 39, 41, 60-1, 91"
274,726,Q1 073,Đền Trần Hưng Đạo,Trụ dừng,Quận 1,Võ Thị Sáu,106.695238,10.791369,"10, 18, 91"
275,727,Q3 103,Trần Quốc Thảo,Trụ dừng,Quận 3,Võ Thị Sáu,106.686242,10.782294,"10, 30, 91"
276,728,Q6 024,CoopMart ,Trụ dừng,Quận 6,Hậu Giang,106.643198,10.749815,"10, 25, 61"
277,729,Q6 036,CoopMart,Trụ dừng,Quận 6,Hậu Giang,106.64283,10.74971,"10, 25, 61"
278,730,QBTH 063,Cầu Điện Biên Phủ,Trụ dừng,Quận Bình Thạnh,Điện Biên Phủ,106.702518,10.795115,"10, 150, 45, 93"
279,731,Q3 024,Cách Mạng tháng 8,Nhà chờ,Quận 3,Điện Biên Phủ,106.684145,10.777009,"10, 150, 30, 91"
280,732,BX 63,Bến xe Củ Chi,Bến xe,Huyện Củ Chi,Quốc lộ 22,106.482099,10.971617,"100, 107, 126, 13, 62-3, 70-1, 70-2, 74, 79, 87, 94"
281,735,HCC 021,Công ty phân bón Sinh hóa Củ Chi,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.469455,10.978179,"100, 107, 70-1, 70-2"
282,738,HCC 020,Trạm xăng,Ô sơn,Huyện Củ Chi,Quốc lộ 22,106.473129,10.976133,"100, 107, 70-1, 70-2, 79"
283,739,QCCT028,Chợ Phước Thạnh,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.428146,11.005767,"100, 107, 70-1, 70-2"
284,741,HCC 022,Trạm xăng Phước Hiệp 1,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.461232,10.98305,"100, 107, 70-1, 70-2"
285,745,HCC 026,UBND xã Phước Thạnh,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.431969,11.00463,"100, 107, 70-1, 70-2"
286,759,Q6 017,Metro Bình Phú,Trụ dừng,Quận 6,Đường Số 26,106.630994,10.741673,"101, 61"
287,770,Q8 143,Chợ Kiến Đức,Ô sơn,Quận 8,An Dương Vương,106.618924,10.715794,"101, 15"
288,771,BX 100,Cầu Tân Thái,Bến xe,Huyện Củ Chi,Tỉnh lộ 7,106.36434,10.983213,100
289,784,HCC 030,ấp cây trôm,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.44487,10.996617,"100, 107, 70-1, 70-2"
290,785,HCC 033,Cây xăng Tài Lộc 3,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.461033,10.982855,"100, 107, 70-1, 70-2"
291,787,HCC 035,Ngã 3 Nguyễn Thị Rành,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.472717,10.976109,"100, 107, 70-1, 70-2, 79"
292,790,HCC 028,Chợ Phước Thạnh,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.428069,11.005567,"100, 107, 70-1, 70-2"
293,796,HCC 034,Công ty phân bón sinh hóa Củ Chi,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.469632,10.977784,"100, 107, 70-1, 70-2"
294,806,Q6 001,Lý Chiêu Hoàng,Trụ dừng,Quận 6,An Dương Vương,106.623715,10.740239,"101, 61"
295,807,Q8 077,Chợ Kiến Đức,Ô sơn,Quận 8,An Dương Vương,106.619074,10.715667,"101, 15"
296,811,Q6 020,Metro Bình Phú,Trụ dừng,Quận 6,Đường Số 26,106.63086,10.741578,"101, 61"
297,819,HBC 030,Khu dân cư 13A,Trụ dừng,Huyện Bình Chánh,Nguyễn Văn Linh,106.637893,10.705109,"102, 22, 45"
298,822,HBC 031,Đại học Văn Hiến (HungHau Campus),Ô sơn,Huyện Bình Chánh,Nguyễn Văn Linh,106.643343,10.709337,"102, 22, 45"
299,823,HBC 034,Quốc lộ 50,Trụ dừng,Huyện Bình Chánh,Nguyễn Văn Linh,106.654356,10.717971,"102, 22, 45"
300,832,HBC 040,Phúc Minh,Ô sơn,Huyện Bình Chánh,Nguyễn Văn Linh,106.680121,10.727574,"102, 34"
301,835,Q7 095,Phòng cháy chữa cháy Quận 7,Nhà chờ,Quận 7,Nguyễn Văn Linh,106.704031,10.728106,"102, 123, 124, 34, 68"
302,840,Q7 100,Cầu Đa Khoa,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.721798,10.738937,"102, 31"
303,843,Q7 104,Khu chế xuất Tân Thuận,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.727414,10.752498,"20, 34, 68, 75"
304,848,Q4 031,Cảng Sài Gòn,Nhà chờ,Quận 4,Nguyễn Tất Thành,106.7155,10.758443,"102, 20, 31, 34, 75"
305,853,Q1 001,Calmette,Trụ dừng,Quận 1,Calmette,106.699219,10.767768,"102, 123, 124, 34, 38, 44"
306,854,Q1 002,Lê Thị Hồng Gấm,Trụ dừng,Quận 1,Calmette,106.698334,10.769178,"123, 124, 44"
307,855,Q4 027,Bưu Điện Quận 4,Trụ dừng,Quận 4,Nguyễn Tất Thành,106.70763,10.76385,"102, 20, 31, 34, 75"
308,859,Q7 080,Cầu Tân Thuận 2,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.723927,10.752424,"102, 31, 34, 68, 75"
309,863,Q7 085,Nguyễn Thị Thập,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.721444,10.739585,"102, 31"
310,869,Q7 088,Bệnh viện Việt Pháp,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.718912,10.731063,"102, 34"
311,872,Q7 090,Sky Garden,Trụ dừng,Quận 7,Nguyễn Văn Linh,106.7049,10.729234,"102, 123, 124, 34, 68"
312,875,HBC 003,Phúc Minh,Trụ dừng,Huyện Bình Chánh,Nguyễn Văn Linh,106.679472,10.728486,"102, 34"
313,879,HBC 008,Sau Quốc lộ 50,Trụ dừng,Huyện Bình Chánh,Nguyễn Văn Linh,106.654415,10.718972,"102, 22, 45"
314,882,HBC 013,Trịnh Quang Nghị,Trụ dừng,Huyện Bình Chánh,Nguyễn Văn Linh,106.634567,10.703602,"102, 22, 45"
315,897,Q5 079,Tạ Uyên,Trụ dừng,Quận 5,Tạ Uyên,106.65383,10.754606,"05, 103, 23"
316,898,Q10 058,Đại học Bách Khoa (cổng sau),Nhà chờ,Quận 10,Tô Hiến Thành,106.661057,10.773046,"103, 38, 50, 59, 69"
317,900,Q10 059,Bệnh viện Trưng Vương,Nhà chờ,Quận 10,Tô Hiến Thành,106.658913,10.770922,"103, 38, 50, 59, 69"
318,902,Q10 057,Ngân hàng Quân Đội,Trụ dừng,Quận 10,Tô Hiến Thành,106.663017,10.775549,"103, 38, 59, 69"
319,906,QTB 054,Bắc Hải,Trụ dừng,Quận Tân Bình,Cách Mạng Tháng Tám,106.663727,10.787486,"103, 30, 65"
320,908,QTB 058,Bệnh viện Thống Nhất,Nhà chờ,Quận Tân Bình,Cách Mạng Tháng Tám,106.653991,10.792649,"103, 13, 30, 65"
321,911,QTB 100,Quán Vườn Dừa,Trụ dừng,Quận Tân Bình,Phan Đình Giót,106.664909,10.803641,"103, 109, 148, 152, 50, 59, 60-7, 63-1, 72-1"
322,921,QGV 155 ,Siêu thị Văn Lang,Trụ dừng,Quận Gò Vấp,Quang Trung,106.679209,10.826846,"103, 18, 24, 55"
323,925,QGV 161,City Mart,Trụ dừng,Quận Gò Vấp,Quang Trung,106.66104,10.835888,"103, 18, 24, 55"
324,932,Q12 105,Ngã tư Tân Thới Hiệp,Trụ dừng,Quận 12,Quốc lộ 1A,106.651199,10.861881,"103, 33, 60-1, 60-5, 61-3"
325,933,Q12 107,Bãi xe Tri Ân,Trụ dừng,Quận 12,Quốc lộ 1A,106.657127,10.861651,"103, 146, 33, 60-1, 60-5, 61-3"
326,937,Q12 110,Cây xăng Thạnh Xuân,Trụ dừng,Quận 12,Quốc lộ 1A,106.671882,10.861577,"103, 32, 33, 59, 60-1, 60-5, 61-3"
327,942,Q12 109,Gò Sao,Trụ dừng,Quận 12,Quốc lộ 1A,106.666458,10.861503,"103, 146, 33, 60-1, 60-5, 61-3"
328,944,Q12 112,Bến xe Ngã tư Ga,Nhà chờ,Quận 12,Quốc lộ 1A,106.678078,10.861472,"103, 32, 33, 59, 60-1, 60-5, 61-3"
329,946,BX37,Bến xe Ngã tư Ga,Bến xe,Quận 12,Quốc lộ 1A,106.67835998535156,10.862156867980955,"103, 32, 58, 59"
330,955,BX 65,Bố Heo,Bến xe,Huyện Củ Chi,Hương lộ 2,106.421696,11.061848,"107, 70-5"
331,963,HCC 037,Bến xe Củ Chi,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.48049,10.972091,"100, 107, 70-1, 70-2, 79"
332,965,Q12 073,Trường Mầm non Ngôi Nhà Trẻ Thơ,Trụ dừng,Quận 12,Quốc lộ 1A,106.667461,10.861877,"103, 146, 33, 60-1, 60-5, 61-3"
333,966,Q12 075,Đá hoa cương Chí Thành,Nhà chờ,Quận 12,Quốc lộ 1A,106.657183,10.861988,"103, 146, 33, 60-1, 60-5, 61-3"
334,969,Q12 076,Quận ủy Quận 12,Trụ dừng,Quận 12,Quốc lộ 1A,106.653428,10.862114,"103, 33, 60-1, 60-5, 61-3"
335,973,QGV 061,Nhà thờ Nữ Vương Hòa Bình,Trụ dừng,Quận Gò Vấp,Lê Đức Thọ,106.653825,10.856836,"103, 36"
336,976,Q12 071,Khu QLGTĐT số 3,Trụ dừng,Quận 12,Quốc lộ 1A,106.674564,10.861967,"103, 32, 33, 59, 60-1, 60-5, 61-3"
337,991,QGV 184,Siêu thị Văn Lang,Nhà chờ,Quận Gò Vấp,Quang Trung,106.678813,10.826757,"103, 18, 24, 55"
338,995,QTB 012,Trường Ngô Sỹ Liên,Nhà chờ,Quận Tân Bình,Trường Sơn,106.664673,10.810257,"103, 109, 152, 60-7, 63-1"
339,996,QTB 059,Bệnh viện Thống Nhất,Nhà chờ,Quận Tân Bình,Cách Mạng Tháng Tám,106.654131,10.792391,"103, 13, 30, 65"
340,999,QTB 109,Trần Quốc Hoàn,Nhà chờ,Quận Tân Bình,Trần Quốc Hoàn,106.663925,10.803644,"103, 109, 148, 152, 50, 59, 60-7, 63-1"
341,1003,Q10 083,Công viên Lê Thị Riêng,Nhà chờ,Quận 10,Cách Mạng Tháng Tám,106.665777,10.786236,"103, 13, 30, 65"
342,1007,Q10 062,Ngân hàng Quân Đội,Trụ dừng,Quận 10,Tô Hiến Thành,106.662819,10.775531,"103, 38, 59, 69"
343,1008,Q10 060,Bệnh viện Trưng Vương,Nhà chờ,Quận 10,Tô Hiến Thành,106.659096,10.771244,"103, 38, 50, 59, 69"
344,1010,Q5 022,Bến xe Chợ Lớn,Trụ dừng,Quận 5,Hồng Bàng,106.652559,10.753657,"139, 23, 63-1"
345,1013,Q10 061,Đại học Bách Khoa (cổng sau),Nhà chờ,Quận 10,Tô Hiến Thành,106.661125,10.773322,"103, 38, 50, 59, 69"
346,1015,Q11 083,Trạm Trần Quý - Tạ Uyên,Trụ dừng,Quận 11,Tạ Uyên,106.653492,10.758068,"103, 23"
347,1017,Q5 080,Tạ Uyên,Trụ dừng,Quận 5,Tạ Uyên,106.653696,10.755201,"05, 103, 23"
348,1020,Q11 040,Tòa án nhân dân Quận 11,Trụ dừng,Quận 11,Ông Ích Khiêm,106.643082,10.76659,"23, 62, 69"
349,1021,Q1 140,Nguyễn Trãi,Nhà chờ,Quận 1,Nguyễn Văn Cừ,106.683769,10.760314,"139, 45, 56"
350,1022,BX91,Bến xe buýt Đầm Sen,Bến xe,Quận 11,Hòa Bình,106.639733,10.767834,"15, 38, 64"
351,1023,Q11 034,Chợ Phú Thọ,Trụ dừng,Quận 11,Lãnh Binh Thăng,106.653798,10.762522,"23, 62"
352,1029,Q11 043,Bãi xe buýt Đầm Sen,Ô sơn,Quận 11,Hòa Bình,106.641176,10.767196,"15, 23, 38, 62, 69"
353,1031,QTD 084,Đầu đường Lê Văn Chí,Trụ dừng,Quận Thủ Đức,Lê Văn Chí,106.774025,10.850485,"104, 53, 89"
354,1033,QTD 085,Nhà máy nước Thủ Đức,Nhà chờ,Quận Thủ Đức,Lê Văn Chí,106.773173,10.853954,"104, 89"
355,1040,QTD 171,ĐH Kinh tế Luật,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.776724,10.869306,"104, 19, 33, 50, 60-1, 93"
356,1042,QTD 173,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.787277,10.867122,"104, 19, 33, 50, 60-1, 60-2, 93"
357,1043,Q11 047,Ngã tư Hòa Bình,Trụ dừng,Quận 11,Hòa Bình,106.641571,10.76698,"15, 23, 38, 62, 69"
