HubId,StopId,Code,Name,StopType,Zone,Street,Lng,Lat,Routes
358,1045,Q11 042,Ông Ích Khiêm,Trụ dừng,Quận 11,Ông Ích Khiêm,106.645157,10.765737,"23, 62, 69"
359,1050,Q5 042,Chợ Thiếc,Trụ dừng,Quận 5,Nguyễn Chí Thanh,106.657616,10.757568,"05, 62"
360,1051,Q5 075,Bộ Công an,Trụ dừng,Quận 5,Nguyễn Văn Cừ,106.683453,10.760672,"139, 45, 56"
361,1052,Q1 150,Báo An Ninh Thế Giới,Trụ dừng,Quận 1,Nguyễn Trãi,106.685104,10.759869,"45, 46, 56"
362,1053,Q1 151,Nhà Khách Bộ Công An,Trụ dừng,Quận 1,Nguyễn Trãi,106.686394,10.762006,"45, 46, 56"
363,1054,BX 18,Phú Xuân,Bến xe,Quận 7,Đường số 15B,106.73373,10.70071,139
364,1055,HNB 001,Chợ Phú Xuân,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.73817,10.701088,"110, 20, 75"
365,1057,Q7 169,Khu dân cư Kỹ Nguyên,Trụ dừng,Quận 7,Phạm Hữu Lầu,106.735198,10.704788,"110, 139"
366,1058,HNB 003,Công an Thị trấn Nhà Bè,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.739666,10.695869,"110, 20, 75"
367,1064,HNB 010,Ngã Ba Bờ Đăng,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.753196,10.6784,"110, 20, 75"
368,1078,HNB 112,Vòng xoay Long Thới,Trụ dừng,Huyện Nhà Bè,Nguyễn Văn Tạo,106.724791,10.667366,"110, 72"
369,1088,BX 71,Cầu Kênh Lộ,Bến xe,Huyện Nhà Bè,Nguyễn Văn Tạo,106.742727,10.598307,"110, 72"
370,1094,Q1 027,Ba Son,Ô sơn,Quận 1,Tôn Đức Thắng,106.706922,10.781804,"44, 56, 88"
371,1095,Q1 028,TTTM Sài Gòn,Ô sơn,Quận 1,Tôn Đức Thắng,106.704363,10.784286,"30, 44"
372,1097,Q9 227,Công ty Nam Hàn,Trụ dừng,Quận 9,Quốc lộ 1,106.816818,10.884067,"150, 60-1, 60-2, 60-3, 60-7"
373,1101,QTD 181,ĐH Nông Lâm,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.787265,10.867404,"104, 19, 33, 50, 53, 60-1, 93"
374,1103,QTD 183,Đại học Kinh tế -Luật,Nhà chờ,Quận Thủ Đức,Quốc lộ 1,106.77726,10.869427,"104, 19, 33, 50, 60-1, 93"
375,1108,QTD 092,Nhà máy nước Thủ Đức,Nhà chờ,Quận Thủ Đức,Lê Văn Chí,106.773216,10.853545,"104, 89"
376,1110,QTD 093,Đầu đường Lê Văn Chí,Trụ dừng,Quận Thủ Đức,Lê Văn Chí,106.773994,10.850766,"104, 53, 89"
377,1113,QTD 077,Ngã tư Thủ Đức,Nhà chờ,Quận Thủ Đức,Xa Lộ Hà Nội,106.77299,10.84828,"10, 104, 150, 30, 52, 55, 60-3, 60-7, 67"
378,1115,Q12 122,Bến xe An Sương,Trụ dừng,Quận 12,Quốc lộ 22,106.613517,10.845803,"04, 104, 122, 13, 145, 24, 27, 33, 60-5, 62-5, 65, 71, 85"
379,1116,Q12 123,Bến xe An Sương,Trụ dừng,Quận 12,Quốc lộ 22,106.613361,10.846035,"24, 62-5, 74"
380,1131,HNB 047,Hàng Tre,Trụ dừng,Huyện Nhà Bè,Nguyễn Văn Tạo,106.726213,10.663465,"110, 72"
381,1141,HNB 020,Công Tiến Thọ,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.75071,10.679507,"110, 20, 75"
382,1148,HNB 026,Nha khoa Khánh Minh,Trụ dừng,Huyện Nhà Bè,Huỳnh Tấn Phát,106.738996,10.698273,"110, 20, 75"
383,1149,Q7 168,Khu dân cư Kỹ Nguyên,Trụ dừng,Quận 7,Phạm Hữu Lầu,106.735246,10.704941,"110, 139"
384,1151,Q12 125,Cây xăng Quân Đội,Trụ dừng,Quận 12,Quốc lộ 22,106.611274,10.84936,"122, 145, 24, 62-5, 71, 74, 85"
385,1152,Q12 127,Trung tâm Văn hóa Quận 12,Nhà chờ,Quận 12,Quốc lộ 22,106.607863,10.85466,"122, 13, 145, 24, 62-5, 71, 74, 85, 94"
386,1155,HHM 025,Trường học Tân Xuân,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.599349,10.866782,"122, 62-5, 74, 85, 94"
387,1156,HHM 024,Ngã 3 Củ Cải,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.602697,10.862014,"122, 13, 62-5, 74, 85"
388,1157,HHM 028,Ngã tư Giếng Nước,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.591748,10.877482,"122, 13, 62-5, 74, 85"
389,1160,HHM 027,Ngã 3 Bùi Môn,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.596147,10.871397,"122, 13, 62-5, 74, 85, 94"
390,1161,HHM 004,Thị trấn Hóc Môn,Trụ dừng,Huyện Hóc Môn,Bà Triệu,106.596238,10.887902,"122, 62-5, 85"
391,1164,HHM 003,Trường mầm non 23-11,Trụ dừng,Huyện Hóc Môn,Bà Triệu,106.595213,10.884952,"122, 62-5, 85"
392,1185,BX 62,Bến xe buýt Tân Quy,Bến xe,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",106.578176,10.984251,"122, 70"
393,1186,Q9 230,Công ty TNHH Thuận Thành Tâm,Trụ dừng,Quận 9,Quốc lộ 1,106.822804,10.892685,"150, 60-1, 60-2, 60-3, 60-7"
394,1187,Q9 232,Công ty Cp Đức Khải,Trụ dừng,Quận 9,Quốc lộ 1,106.812918,10.879241,"150, 60-1, 60-2, 60-3, 60-7"
395,1191,Q1 173,Hồ Huấn Nghiệp,Trụ dừng,Quận 1,Đồng Khởi,106.704583,10.774611,"123, 124"
396,1193,Q4 009,Trường THCS Vân Đồn,Trụ dừng,Quận 4,Hoàng Diệu,106.701488,10.761879,"123, 124, 31, 38, 44"
397,1195,Q4 008,Chùa Anh Linh,Trụ dừng,Quận 4,Hoàng Diệu,106.703183,10.76308,"123, 124, 31, 38, 44"
398,1196,Q4 010,Hoàng Diệu,Trụ dừng,Quận 4,Hoàng Diệu,106.699836,10.760735,"123, 124, 139, 140, 38, 46, 72"
399,1197,Q7 068,Cầu Kinh Tẻ,Nhà chờ,Quận 7,Nguyễn Hữu Thọ,106.70203,10.747496,"123, 124, 139, 140, 38, 72"
400,1201,Q7 069,Ngã 3 Tân Quy,Nhà chờ,Quận 7,Nguyễn Hữu Thọ,106.701472,10.744134,"123, 124, 140, 68, 72"
401,1202,Q7 071,Đại học Cảnh sát,Trụ dừng,Quận 7,Nguyễn Hữu Thọ,106.699852,10.734573,"123, 124, 31, 68, 72"
402,1203,Q7 178,Trường Nam Sài Gòn,Trụ dừng,Quận 7,Nguyễn Đức Cảnh,106.709948,10.722751,"123, 124, 68, D2"
403,1204,Q7 073,Trà My,Trụ dừng,Quận 7,Nguyễn Hữu Thọ,106.700243,10.729419,"123, 124, 68, 72"
404,1230,HHM 048,Ngã tư giếng nước,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.591684,10.877023,"122, 13, 62-5, 74, 85"
405,1231,HHM 050,Ngã 3 Bùi Môn,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.596758,10.869954,"122, 13, 62-5, 74, 85"
406,1234,HHM 053,Ngã 3 Củ Cải,Nhà chờ,Huyện Hóc Môn,Quốc lộ 22,106.603324,10.860602,"122, 13, 62-5, 74, 85, 94"
407,1239,HHM 058,Bến xe An Sương,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.613522,10.845187,"04, 122, 13, 145, 24, 33, 60-5, 62-5, 65, 71, 74, 85, 94"
408,1240,Q7 165,Mỹ Thái 2,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.726738,10.721022,"124, 139, D3"
409,1241,Q7 166,Trường Nam Sài Gòn,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.724174,10.725255,"124, 139, D3"
410,1243,Q7 182,Trần Văn Trà,Trụ dừng,Quận 7,Trần Văn Trà,106.720993,10.724101,"124, 68, D2"
411,1244,Q7 074,Tra My,Trụ dừng,Quận 7,Nguyễn Hữu Thọ,106.700479,10.729461,"123, 124, 68, 72"
412,1245,Q7 076,Đại học Cảnh sát,Nhà chờ,Quận 7,Nguyễn Hữu Thọ,106.700002,10.733983,"123, 124, 31, 68, 72"
413,1247,Q7 077,Siêu thị Lotte,Nhà chờ,Quận 7,Nguyễn Hữu Thọ,106.701193,10.741214,"123, 124, 140, 68, 72"
414,1250,Q4 016,Chung cư Tân Vĩnh,Trụ dừng,Quận 4,Khánh Hội,106.699315,10.758727,"123, 124, 139, 140, 38, 72"
415,1251,Q7 079,Cầu Kinh Tẻ,Nhà chờ,Quận 7,Nguyễn Hữu Thọ,106.702266,10.746832,"123, 124, 139, 140, 38, 72"
416,1252,Q4 012,Trường THCS Vân Đồn,Nhà chờ,Quận 4,Hoàng Diệu,106.701724,10.761768,"123, 124, 31, 38, 44"
417,1253,Q4 011,Hoàng Diệu,Trụ dừng,Quận 4,Hoàng Diệu,106.699321,10.760082,"123, 124, 139, 140, 38, 46, 72"
418,1254,Q4 013,Chùa Anh Linh,Trụ dừng,Quận 4,Hoàng Diệu,106.703414,10.763006,"123, 124, 31, 38, 44"
419,1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Hàm Nghi,106.701998,10.770811,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 75, 88, 93"
420,1257,Q7 177,Trường Nam Sài Gòn,Trụ dừng,Quận 7,Nguyễn Đức Cảnh,106.709899,10.722588,"124, 68"
421,1258,Q7 156,Mỹ Thái 2,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.726454,10.720885,"124, 139, D3"
422,1260,Q7 181,Trần Văn Trà,Trụ dừng,Quận 7,Trần Văn Trà,106.72125,10.724074,"124, 68, D2"
423,1261,Q7 155,Trường Nam Sài Gòn,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.723793,10.725118,"124, 139, D3"
424,1290,HCC 243,Cầu Bà Bếp,Trụ dừng,Huyện Củ Chi,Tỉnh lộ 8,106.627888,10.973955,"126, 58"
425,1292,HCC 245,Ngã 3 Bình Mỹ,Trụ dừng,Huyện Củ Chi,Tỉnh lộ 8,106.638971,10.973266,"126, 58"
426,1294,BX 66,Bến xe Bình Mỹ,Bến xe,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",106.643794,10.977542,126
427,1296,Q3 007,Bệnh viện Mắt - Bình Dân - Da Liễu,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.684467,10.776461,"13, 65"
428,1297,Q1 003,Trống Đồng,Nhà chờ,Quận 1,Cách Mạng Tháng Tám,106.690813,10.773046,"13, 28, 38, 65, 69"
429,1298,Q3 010,Ngã Ba Chí Hòa,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.676345,10.780703,"13, 30, 65"
430,1299,Q3 009,Công trường Dân Chủ,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.680481,10.778516,"13, 30, 65"
431,1300,Q3 014,Công viên Lê Thị Riêng,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.66693,10.785814,"13, 30, 65"
432,1301,QTB 069,Ngã ba Hoàng Hoa Thám,Nhà chờ,Quận Tân Bình,Trường Chinh,106.647747,10.796053,"13, 30, 64, 65, 94"
433,1302,QTB 073,Ngã tư Tân Kỳ Tân Quý,Biển treo,Quận Tân Bình,Trường Chinh,106.635629,10.804732,"13, 23, 27, 62, 65, 94"
434,1303,HHM 030,Ngã tư Hóc Môn,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.586732,10.884615,"13, 24, 74, 94"
435,1304,HHM 037,Công ty thoát nước đô thị,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.567812,10.911664,"74, 94"
436,1305,HHM 034,Ngã 3 Hồng Châu,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.576191,10.899733,"13, 74, 94"
437,1306,HCC 006,Trường Tân Phú Trung,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.540335,10.939433,"13, 74, 94"
438,1307,HCC 003,Chợ chiều Tân Phú Trung,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.553714,10.931343,"13, 74, 94"
439,1308,HCC 012,Công ty Sài Gòn Cáp,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.509834,10.95705,"74, 94"
440,1309,HCC 009,Ngã tư Quán đôi,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.524635,10.947133,"13, 74, 94"
441,1310,HCC 247,Cầu Phú Cường,Trụ dừng,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",106.643783,10.977531,"126, 61-7"
442,1311,HCC 017,Cầu vượt Củ Chi,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.488319,10.96765,"74, 94"
443,1315,QCCT350,Ngã 3 Bình Mỹ,Trụ dừng,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",106.638153,10.97335,"126, 58"
444,1317,QCCT353,Cổng A Khu công nghiệp Đông Nam,Trụ dừng,Huyện Củ Chi,"Tỉnh lộ 8, Củ Chi",106.623983,10.975404,"126, 58"
445,1346,Q7 120,Đường số 15,Trụ dừng,Quận 7,Lê Văn Lương,106.704216,10.744576,"139, 140, 38"
446,1348,Q7 110,Nguyễn Thị Thập,Trụ dừng,Quận 7,Nguyễn Thị Thập,106.704696,10.739607,"139, 31, 38"
447,1351,Q7 113,Mai Văn Vĩnh,Trụ dừng,Quận 7,Nguyễn Thị Thập,106.714003,10.738368,"139, 31, 34"
448,1352,Q7 114,Lâm Văn Bền,Trụ dừng,Quận 7,Nguyễn Thị Thập,106.717522,10.738152,"139, 31, 34"
449,1355,Q7 154,Tân Trào,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.721873,10.728222,"139, 68"
450,1362,Q7 019,Trường Ngô Quyền,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.736904,10.712974,"139, 20, 75"
451,1364,Q7 023,Phạm Hữu Lầu,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.737649,10.705547,"139, 20, 75"
452,1365,Q7 026,Trường Ngô Quyền,Trụ dừng,Quận 7,Huỳnh Tấn Phát,106.737177,10.712795,"139, 20, 75"
453,1371,Q7 167,Tân Trào,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.722114,10.728538,"139, 68"
454,1372,Q7 163,Mỹ Khang,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.730096,10.715599,"139, D3"
455,1373,Q7 106,Lâm Văn Bền,Trụ dừng,Quận 7,Nguyễn Thị Thập,106.717485,10.738384,"139, 31, 34"
456,1375,Q7 152,Bệnh viện Tim Tâm Đức,Trụ dừng,Quận 7,Nguyễn Lương Bằng,106.71904,10.733488,"139, 34"
457,1379,Q1 120,Cầu Ông Lãnh,Nhà chờ,Quận 1,Nguyễn Thái Học,106.696612,10.766253,"139, 140, 31, 46, 72"
458,1380,Q7 130,Lotte Mark,Trụ dừng,Quận 7,Lê Văn Lương,106.70369,10.740208,"139, 140, 38"
459,1384,HCC 049,trường Tân Phú Trung,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.540223,10.93918,"13, 74, 94"
460,1387,HCC 038,Trường trung học cơ sở Củ Chi,Nhà chờ,Huyện Củ Chi,Quốc lộ 22,106.48903,10.967041,"13, 74, 94"
461,1388,HHM 039,Cầu An Hạ,Nhà chờ,Huyện Hóc Môn,Quốc lộ 22,106.564212,10.916262,"13, 74, 94"
462,1389,HHM 040,Công ty thoát nước đô thị,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.567576,10.911485,"74, 94"
463,1390,HHM 042,Ngã 3 Hồng Châu,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.575891,10.899638,"13, 74, 94"
464,1391,HCC 051,Mũi tàu Tỉnh lộ 2,Trụ dừng,Huyện Củ Chi,Quốc lộ 22,106.549798,10.93454,"74, 94"
465,1392,QTB 083,Ngã ba Hoàng Hoa Thám,Trụ dừng,Quận Tân Bình,Trường Chinh,106.646218,10.796606,"13, 30, 64, 65"
466,1393,HHM 056,Ngã tư Trung Chánh,Nhà chờ,Huyện Hóc Môn,Quốc lộ 22,106.608152,10.853595,"122, 145, 24, 62-5, 71, 74, 85, 94"
467,1394,Q10 088,Công trường Dân Chủ,Nhà chờ,Quận 10,Cách Mạng Tháng Tám,106.680706,10.778205,"13, 30, 65"
468,1395,HHM 046,Ngã tư Hóc Môn,Trụ dừng,Huyện Hóc Môn,Quốc lộ 22,106.587263,10.883308,"13, 74, 94"
469,1396,Q1 004,Trống Đồng,Trụ dừng,Quận 1,Cách Mạng Tháng Tám,106.691499,10.772345,"13, 28, 38, 65, 69"
470,1397,Q10 031,Bệnh viện Nhi Đồng 1,Trụ dừng,Quận 10,Lý Thái Tổ,106.67038,10.767765,"10, 14, 27, 38, 69"
471,1399,Q10 086,Chùa Bửu Đà,Trụ dừng,Quận 10,Cách Mạng Tháng Tám,106.675063,10.78124,"13, 30, 65"
472,1400,Q3 016,Bệnh viện Mắt - Bình Dân - Da Liễu,Trụ dừng,Quận 3,Cách Mạng Tháng Tám,106.684338,10.776202,"13, 65"
473,1401,Q1 122,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Nguyễn Thị Nghĩa,106.693588,10.770854,"152, 31, 38, 56, 69"
474,1403,BX44,Bến xe Miền Đông,Bến xe,Quận Bình Thạnh,Đinh Bộ Lĩnh,106.711294,10.814733,"14, 146, 24, 43, 45, 60-3, 64, 67"
475,1408,QBTH 071,Ngã năm Liệt Sĩ,Trụ dừng,Quận Bình Thạnh,Nguyễn Xí,106.710624,10.81204,"14, 19, 45, 64"
476,1410,QBTH 131,Chợ Phường 25,Trụ dừng,Quận Bình Thạnh,Ung Văn Khiêm,106.714674,10.808304,"14, 19, 44, 45"
477,1412,Q10 030,Bện viện Nhi Đồng 1,Nhà chờ,Quận 10,Lý Thái Tổ,106.669739,10.768029,"14, 27, 38, 69"
478,1413,Q3 038,Nguyễn Đình Chiểu,Trụ dừng,Quận 3,Lý Thái Tổ,106.678099,10.76668,"14, 150, 27, 69"
479,1416,Q3 039,Hồ Thị Kỷ,Biển treo,Quận 3,Lý Thái Tổ,106.675664,10.767423,"14, 150, 27, 69"
480,1417,BX 24,Ba Tơ,Bến xe,Quận 8,Phạm Thế Hiển,106.620802,10.702021,140
481,1427,Q8 038,Cầu Hiệp Ân,Trụ dừng,Quận 8,Phạm Thế Hiển,106.659254,10.741409,"140, 59"
482,1438,Q8 045,Công viên Phường 2,Trụ dừng,Quận 8,Phạm Thế Hiển,106.683533,10.749104,"140, 46, 68"
483,1442,Q7 176,Ngã 3 Tân Quy,Trụ dừng,Quận 7,Lê Văn Lương,106.705018,10.751333,"140, 34, 68"
484,1443,Q7 119,Quận Đoàn 7,Trụ dừng,Quận 7,Lê Văn Lương,106.704422,10.746068,"140, 34, 68"
485,1451,Q1 118,Trần Hưng Đạo,Trụ dừng,Quận 1,Nguyễn Thái Học,106.694984,10.768461,"140, 152, 31, 38, 46, 56, 72"
486,1452,Q8 001,Cầu Nguyễn Văn Cừ,Trụ dừng,Quận 8,Phạm Thế Hiển,106.68724,10.750859,"140, 68"
487,1453,Q7 132,Quận Đoàn 7,Trụ dừng,Quận 7,Lê Văn Lương,106.704519,10.745957,"140, 34, 68"
488,1454,Q7 134,Ngã 3 Tân Quy,Trụ dừng,Quận 7,Lê Văn Lương,106.705124,10.751468,"140, 34, 68"
489,1459,Q8 009,Quận ủy Quận 8,Trụ dừng,Quận 8,Phạm Thế Hiển,106.662987,10.742252,"140, 59"
490,1460,Q8 010,Cầu Nhị Thiên Đường,Trụ dừng,Quận 8,Phạm Thế Hiển,106.659173,10.741562,"140, 59"
491,1478,QTD 035,Khu Công nghiệp Đồng an,Trụ dừng,Quận Thủ Đức,Tỉnh lộ 43,106.721122,10.893886,"141, 60-5"
492,1482,BX76,Khu chế xuất Linh Trung 2,Bến xe,Quận Thủ Đức,Ngô Chí Quốc,106.71764,10.891215,141
493,1485,QTD 043,Phường Tam Bình,Trụ dừng,Quận Thủ Đức,Tô Ngọc Vân,106.735611,10.868147,"141, 29"
494,1489,QTD 042,Ngã Tư Gò Dưa,Biển treo,Quận Thủ Đức,Tỉnh lộ 43,106.73207,10.873826,"141, 60-5"
495,1490,QTD 047,Chùa Vạn Đức,Trụ dừng,Quận Thủ Đức,Tô Ngọc Vân,106.742713,10.862968,"141, 29"
496,1497,Q9 092,Trạm y tế Phường Hiệp Phú,Trụ dừng,Quận 9,Lê Văn Việt,106.782028,10.844114,"141, 55, 56, 61-1, 76, 99"
497,1498,QTD 050,Ngã Ba Linh Đông,Trụ dừng,Quận Thủ Đức,Tô Ngọc Vân,106.75045,10.855843,"141, 29, 89"
498,1499,Q9 093,Chợ Hiệp Phú,Trụ dừng,Quận 9,Lê Văn Việt,106.784261,10.844128,"141, 55, 56, 61-1, 76, 99"
499,1505,Q9 242,Ngã 3 Nghêu sò,Trụ dừng,Quận 9,Làng Tăng Phú,106.798767,10.845685,"141, 76"
500,1508,Q9 096,Đại Học GTVT,Trụ dừng,Quận 9,Lê Văn Việt,106.793922,10.845276,"141, 55, 56, 61-1, 99"
501,1512,Q9 073,Ngã tư Samsung,Trụ dừng,Quận 9,Lã Xuân Oai,106.803589,10.831241,"141, 76"
502,1516,Q9 166,Chợ Long Trường,Trụ dừng,Quận 9,Nguyễn Duy Trinh,106.821106,10.806039,"141, 88"
503,1518,Q9 161,Chợ Long Trường,Trụ dừng,Quận 9,Nguyễn Duy Trinh,106.821077,10.806213,"141, 88"
504,1521,BX28,Khu du lịch BCR,Bến xe,Quận 9,Tam Đa,106.839058,10.803757,141
505,1524,Q9 082,Ngã tư Samsung,Ô sơn,Quận 9,Lã Xuân Oai,106.803707,10.831325,"141, 76"
506,1528,Q9 241,Ngã 3 Nghêu sò,Trụ dừng,Quận 9,Làng Tăng Phú,106.798847,10.846004,"141, 76"
507,1530,Q9 103,Đại Học GTVT,Trụ dừng,Quận 9,Lê Văn Việt,106.794421,10.845566,"141, 55, 56, 61-1, 99"
508,1536,Q9 091,Nhà sách Thành Nghĩa,Trụ dừng,Quận 9,Lê Văn Việt,106.780377,10.845176,"141, 55, 56, 57, 61-1, 76"
509,1537,Q9 106,Chợ Hiệp Phú,Ô sơn,Quận 9,Lê Văn Việt,106.784084,10.84427,"141, 55, 56, 61-1, 76, 99"
510,1540,QTD 020,Nhà Sách Thủ Đức,Trụ dừng,Quận Thủ Đức,Tô Ngọc Vân,106.753235,10.851977,"141, 29, 89"
511,1545,QTD 019,Bệnh viện Thủ Đức,Trụ dừng,Quận Thủ Đức,Tam Hà,106.745872,10.863057,"141, 29, 89"
512,1549,QTD 027,Ngã Tư Gò Dưa,Trụ dừng,Quận Thủ Đức,Tỉnh lộ 43,106.732119,10.874105,"141, 60-5"
513,1560,BX54,Cư xá Nhiêu Lộc,Bến xe,Quận Tân Phú,Lê Thúc Hoạch,106.622057,10.787617,30
514,1565,QTP 138,Trâm Tâm Mua Sắm,Trụ dừng,Quận Tân Phú,Hòa Bình,106.628569,10.771296,"15, 32"
515,1570,QTP 137,Ngã 4 Hòa Bình,Biển treo,Quận Tân Phú,Hòa Bình,106.632539,10.769973,"15, 62, 64, 69"
516,1571,Q11 045,Thuỷ Tạ,Nhà chờ,Quận 11,Hòa Bình,106.637866,10.768814,"15, 23, 62, 64, 69"
517,1589,Q6 004,Lý Chiêu Hoàng,Ô sơn,Quận 6,An Dương Vương,106.623548,10.740065,"101, 61"
518,1615,BX34,Bến xe buýt Hiệp Thành,Bến xe,Quận 12,Hiệp Thành 17,106.641739,10.877756,"145, 146, 18, 48"
519,1616,Q11 044,Trường Hòa Bình,Trụ dừng,Quận 11,Hòa Bình,106.639261,10.768361,"15, 23, 62, 64, 69"
520,1619,QTP 144,Ngã 4 Hòa Bình,Trụ dừng,Quận Tân Phú,Hòa Bình,106.632839,10.77001,"15, 62, 64, 69"
521,1621,QTP 143,Trung Tâm Mua Sắm,Ô sơn,Quận Tân Phú,Hòa Bình,106.629044,10.771277,"15, 32"
522,1635,QHMT250,Trường Nguyễn Hữu Cầu,Nhà chờ,Huyện Hóc Môn,Nguyễn Ánh Thủ,106.61481,10.866466,"145, 24, 48"
523,1644,Q11 074,Âu Cơ,Trụ dừng,Quận 11,Lạc Long Quân,106.647484,10.774116,"145, 148, 38"
524,1645,Q11 076,Trường Lê Quý Đôn,Nhà chờ,Quận 11,Lạc Long Quân,106.642989,10.767818,"145, 148, 38"
525,1648,QBTH 096,Trường TH Nguyễn Đình Chiểu,Trụ dừng,Quận Bình Thạnh,Lê Quang Định,106.698409,10.803546,"146, 24, 91"
526,1649,Q11 068,Cây Gõ,Ô sơn,Quận 11,Minh Phụng,106.643203,10.755244,"145, 148"
527,1650,QBTH 099,Nhà thờ Bình Hòa,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.695185,10.809674,"31, 36, 64"
528,1670,Q12 001,Metro Hiệp Phú,Trụ dừng,Quận 12,Lê Văn Khương,106.649705,10.863711,"36, 62"
529,1675,Q11 059,Cây Gõ,Nhà chờ,Quận 11,Minh Phụng,106.643486,10.755328,"145, 148"
530,1682,Q11 071,Trường Lê Quý Đôn,Nhà chờ,Quận 11,Lạc Long Quân,106.64296,10.767508,"145, 148, 38"
531,1684,Q11 073,Âu Cơ,Nhà chờ,Quận 11,Lạc Long Quân,106.647461,10.773831,"145, 148, 38"
532,1690,Q12 156,Trung tâm Văn hóa Quận 12,Nhà chờ,Quận 12,Nguyễn Ảnh Thủ,106.60768,10.855824,"145, 24, 48"
533,1694,Q12 160,Trường Nguyễn Hữu Cầu,Trụ dừng,Quận 12,Nguyễn Ảnh Thủ,106.615089,10.866635,"145, 24, 48"
534,1695,Q12 161,Tô Ký,Trụ dừng,Quận 12,Nguyễn Ảnh Thủ,106.616639,10.868284,"145, 18"
535,1744,Q12 172,Hiệp Thành 31,Trụ dừng,Quận 12,Nguyễn Ảnh Thủ,106.643965,10.876739,"146, 48"
536,1754,QGV 030,Ngã ba Nguyễn Văn Lượng,Trụ dừng,Quận Gò Vấp,Thống Nhất,106.665245,10.839223,"146, 36"
537,1768,QBTH 110,Nhà thờ Bình Hòa,Trụ dừng,Quận Bình Thạnh,Nơ Trang Long,106.695035,10.809906,"31, 36, 64"
538,1771,QBTH 086,Trường TH Nguyễn Đình Chiểu,Nhà chờ,Quận Bình Thạnh,Lê Quang Định,106.698328,10.803278,"146, 24, 91"
539,1783,QBT 245,Trường tiểu học Bình Trị 1,Trụ dừng,Quận Bình Tân,Hương lộ 2,106.609231,10.767813,"15, 16"
540,1784,QBT 244,Hương lộ 2,Ô sơn,Quận Bình Tân,Hương lộ 2,106.606607,10.766664,"15, 16"
541,1789,QBT 085,Nghĩa trang Bình TÂn,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.590935,10.768545,"15, 151, 25, 60-1"
542,1790,QBT 088,Khu Công nghiệp Tân Tạo,Nhà chờ,Quận Bình Tân,Quốc lộ 1A,106.592392,10.752793,"15, 151, 60-1, 73"
543,1792,QBT 089,Công ty Pouyuen,Nhà chờ,Quận Bình Tân,Quốc lộ 1A,106.595367,10.746899,"15, 151, 60-1"
544,1794,QBT 091,Trạm Điện Quốc lộ 1A,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.599724,10.740001,"15, 151, 60-1"
545,1795,QBT 092,Công an Quận Bình Tân,Trụ dừng,Quận Bình Tân,Quốc lộ 1A,106.602081,10.736204,"15, 151, 60-1"
