StopId,Code,Name,StopType,Zone,Street,Lng,Lat,Routes
33,BX 06,Công Trường Mê Linh,Bến xe,Quận 1,Thi Sách,106.705856,10.77679,01
79,Q1 031,Bến Bạch Đằng,Trụ dừng,Quận 1,Tôn Đức Thắng,106.706359,10.773299,"01, 03, 19, 45, 53, 56, 88, DL01"
76,Q1 020,Cục Hải Quan Thành Phố,Nhà chờ,Quận 1,Hàm Nghi,106.705549,10.770885,"01, 03, 123, 124, 19, 45, 56, 88"
3691,Q1 193,Chợ Cũ,Nhà chờ,Quận 1,Hàm Nghi,106.703108,10.771006,"01, 03, 19, 45, 56, 88"
2028,Q1 194,Trường Cao Thắng,Nhà chờ,Quận 1,Hàm Nghi,106.701853,10.771043,"01, 03, 102, 19, 20, 34, 38, 39, 45, 56, 75, 88, D4"
4223,Q1 102,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Hàm Nghi,106.699514,10.771043,"01, 102, 44, 65"
120,Q1 124,Trường Ernst Thalmann,Nhà chờ,Quận 1,Trần Hưng Đạo,106.695923,10.768772,"01, 139, 28, 45, 69"
121,Q1 125,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,Trần Hưng Đạo,106.694695,10.767363,"01, 139, 152, 45, 56"
122,Q1 126,Rạp Hưng Đạo,Nhà chờ,Quận 1,Trần Hưng Đạo,106.693375,10.765832,"01, 139, 152, 45, 56"
123,Q1 127,Bệnh viện Răng Hàm Mặt,Nhà chờ,Quận 1,Trần Hưng Đạo,106.691696,10.763918,"01, 139, 152"
124,Q1 128,Trần Đình Xu,Trụ dừng,Quận 1,Trần Hưng Đạo,106.690247,10.762262,"01, 139, 152"
125,Q1 129,Tổng Cty Samco,Nhà chờ,Quận 1,Trần Hưng Đạo,106.687798,10.759409,"01, 139, 152"
126,Q1 130,Chợ Nanci,Trụ dừng,Quận 1,Trần Hưng Đạo,106.686035,10.757467,"01, 139, 152"
127,Q5 083,Nguyễn Biểu,Trụ dừng,Quận 5,Trần Hưng Đạo,106.68283,10.755887,01
128,Q5 084,Trường Cao đẳng Kinh tế Đối ngoại,Nhà chờ,Quận 5,Trần Hưng Đạo,106.681833,10.755623,01
129,Q5 085,Trần Bình Trọng,Trụ dừng,Quận 5,Trần Hưng Đạo,106.679794,10.755064,01
130,Q5 086,Bệnh viện Chấn thương Chỉnh hình,Nhà chờ,Quận 5,Trần Hưng Đạo,106.677847,10.754537,01
131,Q5 087,Rạp Đồng Tháp,Trụ dừng,Quận 5,Trần Hưng Đạo,106.675825,10.753984,01
134,Q5 088,Rạp Đống Đa,Trụ dừng,Quận 5,Trần Hưng Đạo,106.674237,10.753573,01
132,Q5 089,Đồng Khánh,Trụ dừng,Quận 5,Trần Hưng Đạo,106.67149,10.752983,01
14,Q5 099,Nhà Văn hóa Quận 5,Trụ dừng,Quận 5,Trần Phú,106.668588,10.753025,"01, 59"
136,Q5 090,Ngô Quyền,Biển treo,Quận 5,Trần Hưng Đạo,106.666174,10.752477,01
133,Q5 091,Tản Đà,Trụ dừng,Quận 5,Trần Hưng Đạo,106.663706,10.752292,01
135,Q5 092,Triệu Quang Phục,Trụ dừng,Quận 5,Trần Hưng Đạo,106.660536,10.75206,01
137,Q5 014,Bưu điện Quận 5,Ô sơn,Quận 5,Châu Văn Liêm,106.658894,10.751381,"01, 07, 08, 45, 56, 62"
138,Q5 015,Hải Thượng Lãn Ông,Trụ dừng,Quận 5,Hải Thượng Lãn Ông,106.658358,10.750948,"01, 07, 25, 39, 47, 56"
139,Q5 102,Chợ Kim Biên,Trụ dừng,Quận 5,Trang Tử,106.655086,10.751128,"01, 07, 25, 39, 47, 56"
8,BX14,Bến xe Chợ Lớn,Bến xe,Quận 5,Lê Quang Sung,106.6525650024414,10.751253128051758,"01, 05, 06, 07, 09, 150, 23, 47, 56, 62-1, 62-10, 62-7, 62-8, 81, 94"
1,Q6 095,Chu Văn An,Trụ dừng,Quận 6,Tháp Mười,106.652554,10.750232,"01, 07, 10, 150, 25, 56"
2,Q5 016,Chợ Kim Biên,Trụ dừng,Quận 5,Hải Thượng Lãn Ông,106.655075,10.750732,"01, 07, 25, 39, 47, 56"
3,Q5 011,Bưu điện Quận 5,Ô sơn,Quận 5,Châu Văn Liêm,106.659203,10.751368,"01, 07, 08, 45, 56, 62"
5,Q5 012,Rạp Đại Quang,Nhà chờ,Quận 5,Châu Văn Liêm,106.658937,10.752566,"01, 07, 08, 10, 45, 56, 62"
4,Q5 055,Lương Nhữ Học,Trụ dừng,Quận 5,Nguyễn Trãi,106.660418,10.752962,"01, 91"
7,Q5 056,Triệu Quang Phục,Trụ dừng,Quận 5,Nguyễn Trãi,106.662081,10.753088,"01, 91"
9,Q5 057,Đại học Sư phạm Thể dục thể thao,Nhà chờ,Quận 5,Nguyễn Trãi,106.663486,10.753341,"01, 91"
12,Q5 058,Siêu thị Điện máy Chợ Lớn,Trụ dừng,Quận 5,Nguyễn Trãi,106.664913,10.753626,"01, 91"
6,Q5 059,Ngô Quyền,Trụ dừng,Quận 5,Nguyễn Trãi,106.666882,10.754,"01, 91"
10,Q5 060,Chung cư Nguyễn Trãi,Trụ dừng,Quận 5,Nguyễn Trãi,106.668572,10.754337,"01, 91"
11,Q5 072,Siêu thị Điện máy,Trụ dừng,Quận 5,Nguyễn Tri Phương,106.669418,10.754023,"01, 59"
16,Q5 093,Đồng Khánh,Trụ dừng,Quận 5,Trần Hưng Đạo,106.670412,10.752677,01
17,Q5 094,An Bình,Trụ dừng,Quận 5,Trần Hưng Đạo,106.672837,10.752977,01
13,Q5 095,Rạp Đồng Tháp,Trụ dừng,Quận 5,Trần Hưng Đạo,106.675937,10.753784,01
15,Q5 096,Bệnh viện Chấn Thương Chỉnh hình,Nhà chờ,Quận 5,Trần Hưng Đạo,106.678271,10.754421,01
19,Q5 097,Trần Bình Trọng,Trụ dừng,Quận 5,Trần Hưng Đạo,106.680041,10.754912,01
20,Q5 098,Nguyễn Biểu,Trụ dừng,Quận 5,Trần Hưng Đạo,106.68437,10.756066,01
18,Q1 131,Chợ Nanci,Trụ dừng,Quận 1,Trần Hưng Đạo,106.685883,10.75699,"01, 139, 152"
22,Q1 132,Tổng Cty Samco,Nhà chờ,Quận 1,Trần Hưng Đạo,106.688254,10.759734,"01, 139, 152"
21,Q1 133,Sở PCCC,Nhà chờ,Quận 1,Trần Hưng Đạo,106.689096,10.760656,"01, 139, 152"
23,Q1 134,Hồ Hảo Hớn,Trụ dừng,Quận 1,Trần Hưng Đạo,106.690636,10.762395,"01, 139, 152"
24,Q1 135,Bệnh Viện Răng Hàm Mặt,Nhà chờ,Quận 1,Trần Hưng Đạo,106.691612,10.763567,"01, 139, 152"
25,Q1 136,Rạp Trần Hưng Đạo,Nhà chờ,Quận 1,Trần Hưng Đạo,106.692722,10.76483,"01, 139, 152, 45, 53, 56"
26,Q1 137,KTX Trần Hưng Đạo,Nhà chờ,Quận 1,Trần Hưng Đạo,106.694824,10.767064,"01, 139, 152, 45, 53, 56, 88"
27,Q1 138,Nguyễn Kim,Nhà chờ,Quận 1,Trần Hưng Đạo,106.695847,10.768327,"01, 152, 31, 38, 45, 53, 56, 75, 88"
7266,Q1 180,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Hàm Nghi,106.700807,10.770896,"01, 03, 04, 19, 56, 88"
7693,Q1 1950,Nam Kỳ Khởi Nghĩa,Nhà chờ,Quận 1,Hàm Nghi,106.701354,10.770875,"01, 03, 04, 19, 88"
1256,Q1 195,Chợ Cũ,Nhà chờ,Quận 1,Hàm Nghi,106.701998,10.770811,"01, 03, 04, 152, 18, 19, 31, 36, 45, 52, 56, 75, 88, 93"
32,Q1 017,Hồ Tùng Mậu,Nhà chờ,Quận 1,Hàm Nghi,106.704074,10.770722,"01, 03, 19, 20, 45, 56, 75, 88, DL01"
31,Q1 024,Bến Bạch Đằng,Nhà chờ,Quận 1,Tôn Đức Thắng,106.706654,10.774094,"01, 03, 19, 45, 53, 56, 88, DL01, DL02"
34,Q1 057,Công Trường Mê Linh,Nhà chờ,Quận 1,Hai Bà Trưng,106.705822,10.775997,"01, 03, 19, 45"
35,BX 01,Bến xe buýt Sài Gòn,Bến xe,Quận 1,Lê Lai,106.689362,10.767676,"03, 04, 102, 109, 13, 140, 18, 19, 20, 27, 28, 34, 36, 39, 52, 65, 69, 72, 75, 88, 93, D4"
7276,Q1 190,Tôn Thất Tùng,Trụ dừng,Quận 1,Phạm Ngũ Lão,106.690941,10.76767,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 75, 88, 93, D4"
7277,Q1 191,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Phạm Ngũ Lão,106.693699,10.768788,"03, 04, 102, 109, 140, 18, 19, 20, 28, 34, 36, 39, 46, 52, 65, 69, 72, 93, D4, DL01, DL02"
7278,Q1 192,Trường Emst Thalmann,Nhà chờ,Quận 1,Phạm Ngũ Lão,106.695587,10.769504,"03, 04, 102, 109, 18, 19, 20, 28, 34, 36, 39, 52, 65, 69, 93, D4"
7265,Q1 179,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Hàm Nghi,106.700259,10.770911,"03, 45, 53"
7588,Q1 200,Giao lộ Hàm Nghi - Tôn Thất Đạm,Nhà chờ,Quận 1,Hàm Nghi,106.703038,10.77078,"03, 19"
42,Q1 058,Nhà Hát Thành Phố,Ô sơn,Quận 1,Hai Bà Trưng,106.703559,10.778031,"03, 19, 45"
44,Q1 059,Bệnh viện Nhi Đồng 2,Nhà chờ,Quận 1,Hai Bà Trưng,106.701536,10.779881,"03, 19, 45"
39,Q1 060,Bưu Điện Thành Phố,Trụ dừng,Quận 1,Hai Bà Trưng,106.700673,10.780645,"03, 19, 45"
41,Q1 061,Sở Công Thương,Nhà chờ,Quận 1,Hai Bà Trưng,106.696526,10.784297,"03, 31"
43,Q1 062,Công viên Lê Văn Tám,Nhà chờ,Quận 1,Hai Bà Trưng,106.692599,10.787427,"03, 31, 36"
46,Q1 063,Nhà thờ Tân Định,Trụ dừng,Quận 1,Hai Bà Trưng,106.690399,10.789215,"03, 31, 36"
47,Q1 064,Chợ Tân Định,Trụ dừng,Quận 1,Hai Bà Trưng,106.688843,10.790456,"03, 31, 36"
45,QPN 012,Cầu Kiệu,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.68481,10.79365,03
49,QPN 013,Chợ Phú Nhuận,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.683018,10.795062,03
48,QPN 014,Trường Cao đẳng Kinh tế Đối ngoại,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.680905,10.79795,03
50,QPN 001,Ngã tư Phú Nhuận,Trụ dừng,Quận Phú Nhuận,Nguyễn Kiệm,106.680138,10.799713,"03, 55"
51,QPN 002,Nhà Truyền Thông,Trụ dừng,Quận Phú Nhuận,Nguyễn Kiệm,106.679245,10.802232,"03, 55"
52,QPN 003 ,Ngã ba Hồ Văn Huê,Trụ dừng,Quận Phú Nhuận,Nguyễn Kiệm,106.678759,10.805259,"03, 55"
53,QPN 004,Coop Mart Nguyễn Kiệm,Trụ dừng,Quận Phú Nhuận,Nguyễn Kiệm,106.678528,10.807077,"03, 55"
54,QPN 005,Chùa Vạn Hạnh,Nhà chờ,Quận Phú Nhuận,Nguyễn Kiệm,106.67856,10.810349,"03, 55"
55,QGV 125,Trường Cao đẳng Hải Quan,Nhà chờ,Quận Gò Vấp,Nguyễn Kiệm,106.678711,10.812475,"03, 55"
56,QGV 040,Cầu vượt Nguyễn Thái Sơn - Nguyễn Kiệm,Trụ dừng,Quận Gò Vấp,Nguyễn Thái Sơn,106.680443,10.816282,"03, 07, 103, 148, 55, 59"
57,QGV 042,Ngã ba Phạm Ngũ Lão,Trụ dừng,Quận Gò Vấp,Nguyễn Thái Sơn,106.683147,10.819712,"03, 07, 103, 148, 55, 59"
60,QGV 187 ,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,Phạm Ngũ Lão ,106.681221,10.824607,"03, 07, 103, 148, 55, 59"
58,QGV 104,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.678775,10.828991,"03, 59"
62,QGV 106,Ngã tư Phan Văn Trị,Nhà chờ,Quận Gò Vấp,Nguyễn Oanh,106.676699,10.832547,"03, 59"
67,QGV 107,Cư xá Lam Sơn,Nhà chờ,Quận Gò Vấp,Nguyễn Oanh,106.67561,10.836114,"03, 59"
63,QGV 108,Đài Liệt sĩ,Nhà chờ,Quận Gò Vấp,Nguyễn Oanh,106.67583,10.839297,"03, 59"
72,QGV 109,Ngã tư An Nhơn,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.676833,10.842268,"03, 32, 59"
64,QGV 110,Bến Đò,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.678496,10.84691,"03, 32, 59"
4754,QGV 111,Cầu An Lộc,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.678802,10.849117,"03, 32, 59"
73,Q12 032,Nhà hàng Bến Xưa,Trụ dừng,Quận 12,Hà Huy Giáp,106.679285,10.852642,"03, 32, 59"
213,Q12 033,Ngã tư Ga,Trụ dừng,Quận 12,Hà Huy Giáp,106.679907,10.857331,"03, 32, 59"
68,Q12 034,Đình thần Giao Khẩu,Trụ dừng,Quận 12,Hà Huy Giáp,106.680433,10.865217,"03, 58"
74,Q12 035,Cây xăng Tài Lộc,Trụ dừng,Quận 12,Hà Huy Giáp,106.678319,10.86831,"03, 58"
69,Q12 036,Vườn kiểng Quang Dũng,Trụ dừng,Quận 12,Hà Huy Giáp,106.676978,10.871371,"03, 58"
70,Q12 037,Ga ra Thanh Hậu,Trụ dừng,Quận 12,Hà Huy Giáp,106.677032,10.875454,"03, 58"
71,Q12 038,Chợ Thạnh Xuân,Nhà chờ,Quận 12,Hà Huy Giáp,106.678201,10.878493,"03, 58"
77,Q12 039,Trường Điện lực 2,Trụ dừng,Quận 12,Hà Huy Giáp,106.679188,10.880785,"03, 58"
3204,Q12 040,Trường Nguyễn Văn Thệ,Trụ dừng,Quận 12,Hà Huy Giáp,106.681296,10.884562,"03, 58"
3203,Q12 041,Cây xăng Thanh Bình,Trụ dừng,Quận 12,Hà Huy Giáp,106.68305,10.886253,"03, 58"
3206,Q12 042,Cầu Ông Dung,Trụ dừng,Quận 12,Hà Huy Giáp,106.685185,10.88876,"03, 58"
3259,Q12 043,Cầu Phú Long,Trụ dừng,Quận 12,Hà Huy Giáp,106.687031,10.892079,"03, 58"
3207,Q12 044,Chùa Báo Ấn,Trụ dừng,Quận 12,Hà Huy Giáp,106.688619,10.89486,"03, 58"
3210,Q12 232,Chợ Đường,Ô sơn,Quận 12,Bùi Công Trừng,106.689101,10.897721,"03, 58"
75,BX38,Thạnh Xuân,Bến xe,Quận 12,Thạnh Xuân 52,106.673427,10.89288,03
3255,Q12 235,Chợ Đường,Trụ dừng,Quận 12,Bùi Công Trừng,106.689048,10.897452,"03, 58"
3208,Q12 045,Chùa Báo Ấn,Trụ dừng,Quận 12,Hà Huy Giáp,106.688485,10.89485,"03, 58"
3257,Q12 046,Cầu Phú Long,Trụ dừng,Quận 12,Hà Huy Giáp,106.687229,10.892611,"03, 58"
3205,Q12 0460,Cầu Ông Dung,Trụ dừng,Quận 12,Hà Huy Giáp,106.685105,10.888945,"03, 58"
3261,Q12 047,Cây xăng Thanh Bình,Trụ dừng,Quận 12,Hà Huy Giáp,106.682879,10.886327,"03, 58"
3260,Q12 048,Trường Nguyễn Văn Thệ,Trụ dừng,Quận 12,Hà Huy Giáp,106.680905,10.88423,"03, 58"
3262,Q12 049,Trường Điện Lực 2,Trụ dừng,Quận 12,Hà Huy Giáp,106.679226,10.881117,"03, 58"
3263,Q12 050,Chợ Thạnh Xuân,Trụ dừng,Quận 12,Hà Huy Giáp,106.678265,10.878983,"03, 58"
204,Q12 051,Ga ra Thanh Hậu,Trụ dừng,Quận 12,Hà Huy Giáp,106.67672,10.875074,"03, 58"
205,Q12 052,Vườn kiểng Quang Dũng,Trụ dừng,Quận 12,Hà Huy Giáp,106.676785,10.871977,"03, 58"
206,Q12 053,Cây xăng Tài Lộc,Ô sơn,Quận 12,Hà Huy Giáp,106.678233,10.868015,"03, 58"
207,Q12 054,Đình thần Giao Khẩu,Trụ dừng,Quận 12,Hà Huy Giáp,106.680341,10.864886,"03, 58"
208,Q12 055,Ngã tư Ga,Trụ dừng,Quận 12,Hà Huy Giáp,106.679649,10.857984,"03, 32, 59"
211,Q12 056,Nhà hàng Bến Xưa,Trụ dừng,Quận 12,Hà Huy Giáp,106.679006,10.853474,"03, 32, 59"
209,QGV 112,Cầu An Lộc,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.678539,10.848838,"03, 32, 59"
210,QGV 113,Bến Đò,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.67826,10.847015,"03, 32, 59"
212,QGV 114,Bưu điện An Nhơn,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.677214,10.843975,"03, 32, 59"
214,QGV 115,Ngã tư An Nhơn,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.676313,10.841436,"03, 59"
215,QGV 116,Đài Liệt sĩ,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.675707,10.839518,"03, 59"
216,QGV 117,Trường Vinhempic,Nhà chờ,Quận Gò Vấp,Nguyễn Oanh,106.675395,10.836978,"03, 59"
218,QGV 118,Cư xá Lam Sơn,Nhà chờ,Quận Gò Vấp,Nguyễn Oanh,106.675535,10.834939,"03, 59"
217,QGV 119,Ngã tư Phan Văn Trị,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.676919,10.83163,"03, 59"
220,QGV 120,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,Nguyễn Oanh,106.678839,10.828532,"03, 59"
219,QGV 121,Cầu vượt ngã sáu Gò Vấp,Trụ dừng,Quận Gò Vấp,Nguyễn Kiệm,106.678968,10.823738,"03, 07, 103, 148, 55, 59"
221,QGV 123,Bệnh Viện 175,Trụ dừng,Quận Gò Vấp,Nguyễn Kiệm,106.678727,10.820044,"03, 07, 103, 148, 55, 59"
223,QGV 124,Chợ Tân Sơn Nhất,Trụ dừng,Quận Gò Vấp,Nguyễn Kiệm,106.678598,10.816772,"03, 07, 103, 148, 55, 59"
224,QPN 034,Đầu công viên Gia Định,Nhà chờ,Quận Phú Nhuận,Hoàng Minh Giám,106.677681,10.813442,"03, 07, 148, 50, 55, 59"
225,QPN 035,Cuối công viên Gia Định,Nhà chờ,Quận Phú Nhuận,Hoàng Minh Giám,106.674741,10.809906,"03, 07, 148, 50, 55, 59"
226,QPN 053,Đầu Đường Đào Duy Anh,Trụ dừng,Quận Phú Nhuận,Đào Duy Anh,106.674057,10.807978,"03, 07, 55"
228,QPN 054,Cuối Đường Đào Duy Anh,Nhà chờ,Quận Phú Nhuận,Đào Duy Anh,106.677177,10.805891,"03, 07, 55"
230,QPN 023,Ngã ba Đào Duy Anh,Trụ dừng,Quận Phú Nhuận,Hồ Văn Huê,106.677729,10.804858,"03, 07, 55"
227,QPN 024,Tháp Nước,Trụ dừng,Quận Phú Nhuận,Hồ Văn Huê,106.676366,10.802434,"03, 07, 55"
229,QPN 025,Trung tâm hội nghị tiệc cưới White Palace,Trụ dừng,Quận Phú Nhuận,Hồ Văn Huê,106.675025,10.800074,"03, 07, 55"
232,QPN 009,Ngã tư Phú Nhuận,Trụ dừng,Quận Phú Nhuận,Hoàng Văn Thụ,106.679354,10.799088,"03, 08, 104, 55, 60-7, 64"
4755,QPN 057,Trường Cao đẳng Kinh tế Đối ngoại,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.680567,10.798345,03
4756,QPN 058,Chợ Phú Nhuận,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.682605,10.795194,03
4757,QPN 059,Cầu Kiệu,Ô sơn,Quận Phú Nhuận,Phan Đình Phùng,106.685277,10.793081,03
231,Q3 029,Trần Quang Khải,Trụ dừng,Quận 3,Hai Bà Trưng,106.68795,10.790939,03
234,Q3 030,Chợ Tân Định,Trụ dừng,Quận 3,Hai Bà Trưng,106.690445,10.788972,"03, 31, 36"
233,Q3 031,Công viên Lê Văn Tám,Trụ dừng,Quận 3,Hai Bà Trưng,106.692653,10.787174,"03, 18, 31"
235,Q3 032,Trần Cao Vân,Trụ dừng,Quận 3,Hai Bà Trưng,106.696625,10.784023,"03, 18"
236,Q1 065,Lê Duẩn,Nhà chờ,Quận 1,Hai Bà Trưng,106.69902,10.78191,"03, 18"
237,Q1 066,Bệnh viện Nhi Đồng 2,Nhà chờ,Quận 1,Hai Bà Trưng,106.701744,10.779385,"03, 19, 45"
238,Q1 067,Nhà Hát Thành Phố,Trụ dừng,Quận 1,Hai Bà Trưng,106.70351,10.777873,"03, 19, 45"
239,Q1 068,Công Trường Mê Linh,Trụ dừng,Quận 1,Hai Bà Trưng,106.705635,10.775976,"03, 19, 45"
7270,Q1 184,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Hàm Nghi,106.699948,10.771096,"03, 53, D4"
7269,Q1 183,Trạm Trung chuyển trên đường Hàm Nghi,Nhà chờ,Quận 1,Hàm Nghi,106.699514,10.771117,"03, 19, 56, 88"
7273,Q1 187,Khách sạn New World,Ô sơn,Quận 1,Lê Lai,106.695946,10.770964,"03, 04, 102, 109, 18, 19, 20, 34, 36, 39, 52, 53, 75, 88, 93, D4"
7274,Q1 188,Nguyễn Thị Nghĩa,Trụ dừng,Quận 1,Lê Lai,106.693495,10.769952,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 88, 93, D4"
7275,Q1 189,Tôn Thất Tùng,Trụ dừng,Quận 1,Lê Lai,106.690469,10.768761,"03, 04, 102, 109, 140, 18, 19, 20, 34, 36, 39, 52, 53, 69, 72, 75, 88, 93, D4"
4271,Q1 078,"Đền Thờ Ấn Giáo, Pasteur",Nhà chờ,Quận 1,Pasteur,106.70139,10.773595,"04, 109, 152, 18, 31, 36, 52, 93"
2724,Q1 079,Lê Thánh Tôn,Trụ dừng,Quận 1,Pasteur,106.700768,10.775088,"04, 109, 152, 18, 31, 36, 52, 93"
4272,Q1 080,Lý Tự Trọng,Trụ dừng,Quận 1,Pasteur,106.699657,10.777089,"04, 109, 152, 18, 31, 36, 52, 93"
4273,Q1 081,Lê Duẫn,Trụ dừng,Quận 1,Pasteur,106.698333,10.778308,"04, 109, 152, 18, 31, 36, 52, 93"
4274,Q1 082,Nguyễn Thị Minh Khai,Nhà chờ,Quận 1,Pasteur,106.696659,10.779782,"04, 109, 152, 31, 93"
243,Q3 082,Đại học Kiến Trúc,Nhà chờ,Quận 3,Pasteur,106.694579,10.781804,"04, 109, 152, 93"
244,Q3 083,Điện Biên Phủ,Nhà chờ,Quận 3,Pasteur,106.692749,10.783419,"04, 109, 152, 93"
245,Q3 084,Võ Thị Sáu,Trụ dừng,Quận 3,Pasteur,106.691145,10.784924,"04, 109, 152"
246,Q3 101,Nhà thiếu nhi thành phố,Nhà chờ,Quận 3,Võ Thị Sáu,106.689613,10.785583,"04, 109, 152, 30, 91"
247,Q3 048,Viện Pasteur,Nhà chờ,Quận 3,Nam Kỳ Khởi Nghĩa,106.688683,10.785577,"04, 109, 152"
248,Q3 049,Trần Quốc Toản,Trụ dừng,Quận 3,Nam Kỳ Khởi Nghĩa,106.687133,10.787047,"04, 109, 152"
250,Q3 050,Lý Chính Thắng,Trụ dừng,Quận 3,Nam Kỳ Khởi Nghĩa,106.684746,10.789245,"04, 109, 152"
249,Q3 051,Chùa Vĩnh Nghiêm,Trụ dừng,Quận 3,Nam Kỳ Khởi Nghĩa,106.683125,10.790694,"04, 109, 152"
251,QPN 048,Ngã tư Trần Huy Liệu,Trụ dừng,Quận Phú Nhuận,Nguyễn Văn Trỗi,106.679236,10.793555,"04, 109, 152"
252,QPN 049,Trung tâm văn hóa Quận Phú Nhuận,Trụ dừng,Quận Phú Nhuận,Nguyễn Văn Trỗi,106.676093,10.795421,"04, 07, 109, 152"
253,QPN 050,Cổng xe lửa,Trụ dừng,Quận Phú Nhuận,Nguyễn Văn Trỗi,106.673797,10.79677,"04, 07, 109, 152"
254,QPN 051,Bệnh viện Quận Phú Nhuận,Trụ dừng,Quận Phú Nhuận,Nguyễn Văn Trỗi,106.670793,10.798525,"04, 07, 109, 152"
255,QPN 052 ,Cây xăng Quân khu 7,Nhà chờ,Quận Phú Nhuận,Nguyễn Văn Trỗi,106.66891,10.799642,"04, 07, 109, 152"
256,QTB 099,Cổng trước SVĐ Quân Khu 7,Nhà chờ,Quận Tân Bình,Phan Đình Giót,106.66678,10.800848,"04, 07, 08, 104, 109, 152, 60-7, 63-1, 64"
258,QTB 107,Vòng xoay Lăng Cha Cả,Nhà chờ,Quận Tân Bình,Trần Quốc Hoàn,106.662312,10.801365,"04, 08, 103, 104, 109, 148, 152, 50, 59, 60-7, 63-1, 64"
259,QTB 110,Siêu thị Maximark Cộng Hòa,Ô sơn,Quận Tân Bình,Cộng Hòa,106.659168,10.801038,"04, 104, 145, 28, 60-7, 63-1"
260,QTB 111,Nhà hát Quân Đội,Trụ dừng,Quận Tân Bình,Cộng Hòa,106.656754,10.801238,"04, 104, 145, 28, 60-7, 63-1"
261,QTB 112,Ngân hàng Quân đội,Nhà chờ,Quận Tân Bình,Cộng Hòa,106.654817,10.801412,"04, 104, 145, 28, 60-7, 63-1"
262,QTB 113,Công ty Lô Hội,Trụ dừng,Quận Tân Bình,Cộng Hòa,106.651127,10.801728,"04, 104, 145, 28, 60-7, 63-1"
263,QTB 114,Ngã tư Hoàng Hoa Thám,Trụ dừng,Quận Tân Bình,Cộng Hòa,106.646953,10.802102,"04, 104, 145, 28, 60-7, 63-1"
264,QTB 115,Ngã ba Bình Giã,Trụ dừng,Quận Tân Bình,Cộng Hòa,106.644512,10.802276,"04, 104, 145, 28, 60-7, 63-1"
265,QTB 116,ETown,Trụ dừng,Quận Tân Bình,Cộng Hòa,106.640967,10.802571,"04, 104, 145, 28, 60-7, 63-1"
266,QTB 117,Thượng Uyển,Nhà chờ,Quận Tân Bình,Cộng Hòa,106.636192,10.806313,"04, 104, 145, 28, 60-7, 63-1"
268,QTB 075,Mũi tàu Cộng Hòa,Trụ dừng,Quận Tân Bình,Trường Chinh,106.634638,10.808314,"04, 104, 145, 16, 23, 27, 28, 60-7, 62, 63-1, 65"
267,QTB 076,Ngã ba Chế Lan Viên,Nhà chờ,Quận Tân Bình,Trường Chinh,106.633349,10.812204,"04, 104, 145, 16, 23, 27, 28, 60-7, 62, 63-1, 65"
270,QTB 078,UBND Phường 15,Nhà chờ,Quận Tân Bình,Trường Chinh,106.631461,10.818332,"04, 104, 145, 23, 27, 28, 62, 65"
271,QTB 079,Khu Công Nghiệp Tân Bình,Nhà chờ,Quận Tân Bình,Trường Chinh,106.630254,10.822452,"04, 104, 13, 145, 23, 27, 32, 41, 62, 65, 94"
272,Q12 128,Cầu Tham Lương - Siêu thị Thiên Hòa,Nhà chờ,Quận 12,Trường Chinh,106.625828,10.826957,"04, 104, 145, 23, 27, 41, 62, 65"
273,Q12 129,Chùa Vĩnh Phước,Nhà chờ,Quận 12,Trường Chinh,106.624594,10.828627,"04, 104, 13, 145, 27, 41, 65, 94"
275,Q12 132,Chùa Lạc Quang,Nhà chờ,Quận 12,Trường Chinh,106.620614,10.834781,"04, 104, 145, 27, 41, 65"
277,Q12 131,Bitis,Nhà chờ,Quận 12,Trường Chinh,106.618398,10.838222,"04, 104, 145, 27, 41, 65"
